logprob,Id,Ti,L,Y,CC,ECC,RId,W,AA,F,J
-21.042,1525465087,detecting moisture damage in archaeology and cultural heritage a brief introduction,en,2015,3,3,,"archaeology,brief,cultural,damage,detecting,heritage,introduction,moisture",carlotta ferrara|2473293692|pier matteo barone|2687992820,visualization|36464697|ringing|30684385|remote sensing|62649853|profiling|187191949|moisture damage|2910773911|ground penetrating radar|71813955|geography|205649164|cultural heritage|60671577|archaeology|166957645,
-21.043,44186081,experiences in photogrammetric archaeological recording,,2003,8,8,"2132121439,39005036,127544257,51005136,1576219294,2468423255","archaeological,experiences,photogrammetric,recording",d mavromati|1972908333|e petsa|2442965923|g karras|2462085443,remote sensing|62649853|photogrammetry|117455697|orthophoto|82789328|laser scanning|141349535|engineering|127413603|computer vision|31972630|classification of discontinuities|15627037|bundle adjustment|179458375|artificial intelligence|154945302|archaeology|166957645|3d modeling|2777897806,
-21.059,2027876036,a photogrammetric system for archaeological mapping using oblique non metric photography,en,2006,2,2,"1984537905,2155045097,1984358634,2553383598","archaeological,mapping,metric,oblique,photogrammetric,photography,system",m j smith|2710468336,royal commission|2779579949|remote sensing|62649853|plotter|124772163|photography|119657128|photogrammetry|117455697|oblique case|160697094|geography|205649164|cartography|58640448|archaeology|166957645,photogramm rec|140111354
-21.061,1668061729,electrical and electromagnetic techniques applied to an archaeological framework reconstructed in laboratory,en,2015,2,2,"1515543311,2064490906,2076094691,2134941671,2151681972,2069557679,1782257443,2018560182","applied,archaeological,electrical,electromagnetic,framework,laboratory,reconstructed,techniques",luigi capozzoli|2154570752|antonella caputi|2429880468|gregory de martino|2429739457|valeria giampaolo|2008764984|raffaele luongo|2078150952|felice perciante|2222374910|enzo rizzo|2299022984,remote sensing|62649853|ground penetrating radar|71813955|geophysical imaging|79675319|geology|127313418|electromagnetics|2909720056|electrical resistivity tomography|60591178|attenuation|184652730|archaeology|166957645,
-21.063,1565635388,balancing on the borderline a low cost approach to visualize the red edge shift for the benefit of aerial archaeology,en,2011,10,10,"2159961845,2094420085,2166516660,2144559754,2102273661,2165916356,2098188176,2031126473,2125230412,2030106896,2132054422,2039604550,2072633546,1987097445,2057985612,2046450726,2122755621,1975479885,2026593617,2076125099,2080333585,1976083655,1993243599,1963772043,2075021962,1994180767,2102739936,2005284849,2033547198,2007650489,1996650048,2024577666,2073691881,2118803519,1967372415,2064552842,1974985523,2112472544,1984567006,2095762843,1982499749,168651992,2897186490,2466238281","aerial,approach,archaeology,balancing,benefit,borderline,cost,edge,low,red,shift,visualize",geert verhoeven|2169669433|michael doneus|2077736714,visual inspection|168820333|visible spectrum|104663316|vegetation index|2780376076|vegetation|172427765|remote sensing|62649853|red edge|2776388979|multispectral image|173163844|geology|127313418|cost approach|154527381|archaeology|166957645|aerial archaeology|2779668730,archaeological prospection|180658431
-21.065,2088028475,using synthetic aperture sonar in marine archaeological surveys some first experiences,en,2013,4,4,"2196979784,2158545134,1973121907,1981961213,2011407791","aperture,archaeological,experiences,first,marine,sonar,surveys,synthetic",oyvind odegard|2149858535|martin ludvigsen|2011983895|petter a lagstad|2046644046,synthetic aperture sonar|181255713|software deployment|105339364|sss|148699463|remote sensing|62649853|maritime archaeology|143700406|engineering|127413603|bathymetry|174943157|archaeology|166957645,
-21.065,2015345393,detection of resistive features using towed slingram electromagnetic induction instruments,en@@@fr,2009,15,15,"2056671944,1967099639,2075912734,2017193832,1996567999,2096656676","detection,electromagnetic,features,induction,instruments,resistive,slingram,towed",julien thiesson|2345799392|michel dabas|2058258699|sebastien flageul|2690758708,resistive touchscreen|6899612|remote sensing|62649853|radar|554190296|magnetic susceptibility|16889073|instrumentation|203780698|geology|127313418|frequency domain|19118579|electromagnetic induction|102130693|electromagnetic coil|30403606|electrical resistivity and conductivity|69990965|archaeology|166957645,archaeological prospection|180658431
-21.074,2419296173,digital elevation models from unmanned aerial vehicle surveys for archaeological interpretation of terrain anomalies case study of the roman castrum of burnum croatia,en,2016,4,4,"2085261163,2027254180,2019400639,2120225005,2022591200,2011551841,1965711210,186669090,2022133743,2019709272,2495887577,1998327661,2019549520,1582209946,2209393103,2159075000,2034392969,2553683857,1563606890,2274549990,574927674","aerial,anomalies,archaeological,burnum,case,castrum,croatia,digital,elevation,interpretation,models,roman,surveys,terrain,unmanned,vehicle",marco dubbini|279142927|lucia irene curzio|2414177667|alessandro campedelli|2099290276,terrain|161840515|structure from motion|146159030|remote sensing|62649853|photogrammetry|117455697|kinematics|39920418|geography|205649164|digital elevation model|181843262|archaeology|166957645|aerial survey|176262533|aerial archaeology|2779668730,journal archaeological science reports|2764743818
-21.078,1992545015,slingram emi prospection are vertical orientated devices a suitable solution in archaeological and pedological prospection,en,2011,6,6,"2052811982,2158799207,1964697192,2095451031,2064487964,1998291287,2015345393,2093603937,2093859643,1991960668,2075912734,2017193832,2156299201,1996567999","archaeological,devices,emi,orientated,pedological,prospection,slingram,solution,suitable,vertical",julien thiesson|2747303078|gabrielle rousselle|2031486362|francois xavier simon|2306039719|alain tabbagh|152426863,vertical orientation|2777234117|remote sensing|62649853|prospection|2778426922|geotechnical engineering|187320778|geology|127313418|emi|43461449|archaeology|166957645,j appl geophys|100607112
-21.078,2012765458,top secret topographies recovering two and three dimensional archaeological information from historic reconnaissance datasets using image based modelling techniques,en,2013,9,9,"2129404737,2160014001,2138784324,2011551841,1986320828,2137341062,1978602984,2010502171,2111240761,2125065112,2209393103,1969973830,84251869,1481905924,201224041,2034392969,1983754633,1807144075,2488512702,2340921247,2312508327,1530780495,2156277618,74010801,2504597987,175056903,1969685066,2130879734,2144575544,991265790,104078300,2071942584,2731356915,2333726996,2169625860,131025670,1970978013","archaeological,datasets,dimensional,historic,image,information,modelling,reconnaissance,recovering,secret,techniques,three,top,topographies,two",christopher sevara|2310247771,workflow|177212765|structure from motion|146159030|remote sensing|62649853|photogrammetry|117455697|geospatial analysis|9770341|georeference|75145180|geography|205649164|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645|aerial reconnaissance|185154738,international journal heritage digital era|2764428698
-21.086,2045333370,mapping the roots of agriculture in southern arabia the application of satellite remote sensing global positioning system and geographic information system technologies,en,2002,18,18,"2005073772,2138973222,1976193075,1984245237,2122355661,1991325732,2085642543,2762505125,124429634,2058636044,2059934689,2048049946","agriculture,application,arabia,geographic,global,information,mapping,positioning,remote,roots,satellite,sensing,southern,system,technologies",m harrower|2156081638|joy mccorriston|2025801155|eric a oches|2078453418,satellite imagery|2778102629|remote sensing|62649853|landform|108497213|land use|4792198|information system|180198813|global positioning system|60229501|geology|127313418|geographic information system|41856607|arid|150772632|archaeology|166957645|agriculture|118518473,archaeological prospection|180658431
-21.089,2125512055,digital tools for collection promotion and visualisation of geoscientific data case study of seguret valley piemonte nw italy,en,2014,5,5,"2075601531,2021015308,1885537571,1588424032,2163784866,1992331011,2420635703,1491904680,2189183541,1547903501,2254797262,2337749402","case,collection,data,digital,geoscientific,italy,nw,piemonte,promotion,seguret,tools,valley,visualisation",luca ghiraldi|2238584420|enrico giordano|2795989602|luigi perotti|2051065585|marco giardino|717756032,web mapping|24733836|visualization|36464697|remote sensing|62649853|photogrammetry|117455697|lidar|51399673|information system|180198813|geomatics|12780434|gnss applications|14279187|computer science|41008148|architecture|123657996|archaeology|166957645,geoheritage|166478399
-21.091,2074753994,data processing in luminescence dating analysis an exemplary workflow using the r package luminescence,en,2015,12,12,"2582743722,2094408279,2052493774,2109269291,1996224061,1492524608,1964077423,2025259577,2050083968,2068010249,2040993341,10659310,2031766720,2019627511,2093192623,2048674039,1981288120,2324758740,1997806008,2126979713,2019306016","data,dating,exemplary,luminescence,package,processing,r,workflow",margret c fuchs|2108359744|margret c fuchs|2108359744|sebastian kreutzer|2101437981|christoph burow|1414860512|michael dietze|2229576275|manfred fischer|2160555418|christoph schmidt|2222362852|markus fuchs|1991308361,workflow|177212765|thermoluminescence dating|110307207|remote sensing|62649853|luminescence|148869448|geomorphology|114793014|geology|127313418|data processing|138827492|archaeology|166957645,quatern int|68052730
-21.092,2547686582,an analysis of the influence of flight parameters in the generation of unmanned aerial vehicle uav orthomosaicks to survey archaeological areas,en,2016,8,8,"2156598602,2027254180,2019400639,1928585742,1983818779,2251608823,2008432657,2094447963,2038705556,1998327661,2113988548,2045388733,1970501461,2072611758,2089919337,2018297962,2084861785,2114094841,1991173211,1993243599,2021348337,2061847318,2003344894,1991439152,2013456885,2009166224,2060125415,2527035689,2728800980","aerial,archaeological,areas,flight,generation,influence,orthomosaicks,parameters,survey,uav,unmanned,vehicle",franciscojavier mesascarrascosa|2210935584|maria dolores notario garcia|2547947506|jose emilio merono de larriva|2669609683|alfonso garciaferrer|2089364264,root mean square|71907059|remote sensing|62649853|rgb color model|82990744|mean squared error|139945424|image processing|9417928|ground sample distance|197513456|engineering|127413603|archaeology|166957645|altitude|29403383,sensors|101949793
-21.117,2059270607,the ethics of treading on neil armstrong s footprints,en,2004,21,21,"2078707963,2112397441,561782961,1554206319,2010404022,1964730668,2043773845,2037264644,2050886769,2094226869,1977361193,2033121233,597383299,2403034557,2246012415,1609111872,2016674078,1554183920,2032144436,2169260643,2901381276,613068848,979290209,2064907482","armstrong,ethics,footprints,neil,treading",dirk h r spennemann|2017542781,tourism|18918823|remote sensing|62649853|moon landing|152067771|heritage tourism|2781205358|extraterrestrial life|98536072|economics|162324750|atmosphere of the moon|75878045|archaeology|166957645|apollo|2779821442,space policy|134585236
-21.117,2066985544,the structure of upper mesopotamian cities insight from fluxgate gradiometer survey at kazane hoyuk southeastern turkey,en,2010,12,12,"2325962345,2087193003,2074304842,1860590611,1971198041,2026928323,2048712304,2238038391,2128154753,1987344484,2313225975,164722876,2083196846,130482598,2334417881,2093159515,2340409664,2120165912,2292681674","cities,fluxgate,gradiometer,hoyuk,insight,kazane,mesopotamian,southeastern,structure,survey,turkey,upper",andy creekmore|2521543117,urbanization|39853841|urban planning|49545453|remote sensing|62649853|mesopotamia|85064482|heterarchy|2779497737|gradiometer|2780784121|geology|127313418|excavation|31858485|bronze age|120876096|architecture|123657996|archaeology|166957645,archaeological prospection|180658431
-21.12,2783124450,underwater photogrammetric monitoring techniques for mid depth shipwrecks,en,2018,1,1,"1980619100,2301840651,2061640342,654432381,1024965026,103719265,276788303,136020552,184518701,178674983,190459861,3467484,1523793382","depth,mid,monitoring,photogrammetric,shipwrecks,techniques,underwater",enrique aragon|2533342345|sebastia munar|2782581118|javier rodriguez|2537037618|kotaro yamafune|2696099931,underwater|98083399|technical diving|2776326889|site map|67617509|remote sensing|62649853|photogrammetry|117455697|orthophoto|82789328|materials science|192562407|cultural heritage|60671577|archaeology|166957645|archaeological record|2779269003,j cult herit|1016481467
-21.126,991265790,the corona atlas project orthorectification of corona satellite imagery and regional scale archaeological exploration in the near east,en,2013,12,12,"2151103935,2037028543,201224041,1963743800,1916920390,1600278610,1530780495,1990916000,2054674908,2321518539,2461182602,2102256644,2320121120,2078123721,2002379114,2333744475,2789272356,601766596","archaeological,atlas,corona,east,exploration,imagery,orthorectification,project,regional,satellite,scale",jesse casana|2133247355|jackson cothren|2154240125,urban planning|49545453|satellite imagery|2778102629|satellite|19269812|remote sensing|62649853|orthophoto|82789328|online database|2777715827|geography|205649164|documentation|56666940|corona|186072955|cartography|58640448|archaeology|166957645,
-21.128,1966625611,multispectral and multiscale remote sensing data for archaeological prospecting in an alpine alluvial plain,en,2000,22,22,"2005073772,2610647876,2141720560,1553202259,2067642555,1990014164,1973424141,2016896894,2768919198,1984760092,1994024816,2068406374,948709030","alluvial,alpine,archaeological,data,multiscale,multispectral,plain,prospecting,remote,sensing",pietro alessandro brivio|138879665|monica pepe|2624394947|roberto tomasoni|1978248346,sediment|2816523|satellite imagery|2778102629|remote sensing|62649853|prospecting|175181221|multispectral image|173163844|human settlement|16678853|geology|127313418|archaeology|166957645|alluvial plain|47568318|aerial photography|133214962,j cult herit|1016481467
-21.129,2064844194,data processing issues in large area gpr surveys correcting trace misalignments edge discontinuities and striping,en,2008,12,12,"260767608,2164345547,2325962345,1978845392,2102243861,1513488900,1971492509,1968351819,2108424588,2072762258,1982095690,2150493485,2040554620,1660342987,1981157929,2168564591,1977056780,89196947,2006264966,2110267251,2299564514,2105179779,2910972453","area,correcting,data,discontinuities,edge,gpr,issues,large,misalignments,processing,striping,surveys,trace",eileen g ernenwein|1226780862|kenneth l kvamme|2600466324,remote sensing|62649853|radar|554190296|image processing|9417928|ground penetrating radar|71813955|geology|127313418|data striping|83489325|classification of discontinuities|15627037|background noise|100675267|archaeology|166957645|antenna|21822782|amplitude|180205008,archaeological prospection|180658431
-21.133,145409174,lidar point clouds and their archaeological applications,en,2013,8,8,"2033819227,1550219794,1490590450,1990077509,2137917541,1506818537,2083281122,2148516594,2074471048,2017167989,2071617560,1974689508,2014764862","applications,archaeological,clouds,lidar,point",devin white|2152539063|devin white|2152539063,structured light|193581530|software|2777904410|remote sensing|62649853|point cloud|131979681|photogrammetry|117455697|lidar|51399673|image resolution|205372480|geography|205649164|digital elevation model|181843262|archaeology|166957645,
-21.141,2808461187,deploying multispectral remote sensing for multitemporal analysis of archaeological crop stress at ravenshall fife,en,2018,0,0,"2133125644,2032060170,2159911025,2043002852,2086349579,2587918125,2064106118,2152465183,2147809505,2077894907,2087375155,2795602331,2074039810,2086871164,2281535235,1990453689,1940182112,1972313293,2204824439,2089441588,2209635738,2080276144,2509719940,1565635388,2519589025,2790317606,2017660293,2547554170,168651992,1936999527,2780924480,2036874707,2077707413,2060529902","archaeological,crop,deploying,fife,multispectral,multitemporal,ravenshall,remote,sensing,stress",charles moriarty|2808410258,remote sensing|62649853|multispectral pattern recognition|104541649|geology|127313418|archaeology|166957645|aerial photography|133214962,archaeological prospection|180658431
-21.141,2024845531,temporal terrestrial laser scanning to visualize the archaeological excavation process,en,2013,1,1,"1972224360,1989526113","archaeological,excavation,laser,process,scanning,temporal,terrestrial,visualize",david srour|1917144044|ashley m richter|2183259269|thomas e levy|2309122928|falko kuester|1975749114,visualization|36464697|remote sensing|62649853|geography|205649164|excavation|31858485|documentation|56666940|digging|2779080342|data visualization|172367668|data collection|133462117|architecture|123657996|archaeology|166957645|archaeological science|541743481,
-21.141,2323870321,remote sensing as community settlement analysis at moundville,,2015,7,7,,"community,moundville,remote,sensing,settlement",jera r davis|2320883431|chester walker|2619580092|john h blitz|2325041621,remote sensing|62649853|history|95457728|archaeology|166957645,american antiquity|34864311
-21.147,2790317606,an objective assessment of hyperspectral indicators for the detection of buried archaeological relics,en,2018,4,4,"2113410727,2133989913,2036003376,2161815745,2111947859,2063623478,2056352756,2144123711,2000613913,2148516594,2073555669,2171979590,2096996101,2094304765,2011475440,2121102297,2099400014,1985555755,2007723148,2143095230,2087463450,2025967407,2212898779,2157319256,2248139498,2064106118,2147809505,2060133927,2076125099,1997841652,2074120359,2087375155,2066724429,2059580680,2086871164,2423799965,1990453689,2145197939,1998842586,1991929991,2087047858,2055061524,2023360712,2204824439,2098526008,2080276144,2509719940,2142292154,2048763786,2547554170,2077707413","archaeological,assessment,buried,detection,hyperspectral,indicators,objective,relics",daniele cerra|1814716107|athos agapiou|2102797581|rosa maria cavalli|2906771769|apostolos sarris|2139383741,vegetation|172427765|remote sensing|62649853|radiation|153385146|mutual information|152139883|information theory|52622258|image processing|9417928|hyperspectral imaging|159078339|geology|127313418|feature|7374053|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,remote sensing|43295729
-21.154,2038209617,determination of the influence of soil parameters and sample density on ground penetrating radar a case study of a roman picket in lower bavaria,en,2014,4,4,"2768722495,2108365241,260767608,1998742682,2014166534,2044927495,2145308816,2082220895,2241898724,2085715769,2037744170,1978845392,643969235,2091680720,2128728699,1513661347,1980452066,2025797665,2028089885,2319847330,2000493310,1665519786,2171228701,2086745185,2204545892,2022364841,2091121559,2024179134,2028874524,2907249642,2118288847,609120477,1512270258,1973206116,2034644836,1939167449,2123440642,2124158295,1992256889,2406404466,2030001873","bavaria,case,density,determination,ground,influence,lower,parameters,penetrating,picket,radar,roman,sample,soil",roland linck|2039579559|roland linck|2039579559|jorg w e fassbinder|705882724|jorg w e fassbinder|705882724,water content|24939127|remote sensing|62649853|reflectometry|2778925768|radar|554190296|picketing|195984655|permittivity|168651791|magnetometer|153946474|ground penetrating radar|71813955|geology|127313418|electrical resistivity and conductivity|69990965|archaeology|166957645,archaeological and anthropological sciences|160634688
-21.159,2178611632,imaging the waters of angkor a method for semi automated pond extraction from lidar data,en,2016,4,4,"2001286049,2021528908,2102828492,47090170,2028596001,2161925580,2012938189,2022184189,2266133861,957865247,986020579,2333921323,2311103747,2043902826,2728789901,2038723804,2066339181","angkor,automated,data,extraction,imaging,lidar,pond,semi,waters",kasper hanus|2760851658|kasper hanus|2760851658|damian evans|2122082519|damian evans|2122082519,remote sensing|62649853|ranging|115051666|population density|199733313|lidar|51399673|geology|127313418|empire|2778495208|archaeology|166957645,archaeological prospection|180658431
-21.17,2048361180,geodetic imaging a new tool for mesoamerican archaeology,en,2012,10,10,"2148516594,2074471048,2006659777,2089486554,2016726253,1967201762","archaeology,geodetic,imaging,mesoamerican,tool",william e carter|2305002241|ramesh l shrestha|2658503792|christopher t fisher|2111404777|stephen j leisz|2495952034,terrain|161840515|remote sensing|62649853|ranging|115051666|oceanography|111368507|meteorology|153294291|lidar|51399673|global positioning system|60229501|geology|127313418|geodetic datum|58754882|cultural heritage|60671577|archaeology|166957645,eos transactions|168828829
-21.172,2042456470,investigation of a subterranean tomb in miyazaki japan,en,2000,14,14,"1513488900,2126343561","investigation,japan,miyazaki,subterranean,tomb",walter edwards|2096017775|masaaki okita|2111602795|dean goodman|2121269922,remote sensing|62649853|ground penetrating radar|71813955|geology|127313418|archaeology|166957645,archaeological prospection|180658431
-21.188,2562752579,simulating trial trenches for archaeological prospection assessing the variability in intersection rates,en,2017,2,2,"1965602119,2526009072,2058666860","archaeological,assessing,intersection,prospection,rates,simulating,trenches,trial,variability",kristof haneca|2796866657|sofie debruyne|2259341208|sofie vanhoutte|2672455827|a ervynck|2311381658|maarten vermeyen|2564148191|philip verhagen|2504711344,remote sensing|62649853|prospection|2778426922|grid|187691185|geology|127313418|excavation|31858485|archaeology|166957645,archaeological prospection|180658431
-21.194,2138502909,integrated geophysical and archaeological investigations of aquinum in frosinone italy,en,2011,8,8,"2164345547,1978845392,2058105619,1623899554,1971492509,2072315339,2157716938,1497653339,1982095690,2129428187,2016685829,2022249607,2040554620,2040549214,2043153484,2099711746,2003183031,2049459511,2088117221,2016532746","aquinum,archaeological,frosinone,geophysical,integrated,investigations,italy",salvatore piro|2197783474|giuseppe ceraudo|2755682180|d zamuner|2646293644,town centre|2781063802|remote sensing|62649853|radar|554190296|ground penetrating radar|71813955|geophysics|8058405|geology|127313418|architecture|123657996|archaeology|166957645|aerial photography|133214962,archaeological prospection|180658431
-21.202,2600802108,integration of sar data optical satellite images and gpr investigations for archaeological site detection,en,2011,1,1,,"archaeological,data,detection,gpr,images,integration,investigations,optical,sar,satellite,site",j patruno|2649612179|n dore|2694748262|m crespi|2602333343|s piro|2640487999|d zamuner|2602074164,satellite|19269812|remote sensing|62649853|ground penetrating radar|71813955|geology|127313418|archaeology|166957645,
-21.203,2801699037,recent trends and long standing problems in archaeological remote sensing,en,2018,4,4,"2076063813,1998943389,2019400639,2168583588,2011551841,1973428156,2171211028,1976044762,2111924917,2165509083,2148516594,1998327661,1986632066,1932825008,2287166047,2325962345,2202777762,2104638284,2134852861,2050776140,2034122851,2048120915,1529851458,2323766051,2021489731,2141968636,1990795904,2058585388,2089919337,1991238184,2587918125,2054289988,1834220646,1913732766,2064106118,1570298723,1609821603,1990868684,2128118386,2586226326,2118955670,1966654499,2027322285,2074665709,2127688310,2795602331,1985496542,2084783886,2074304842,2040774201,1859986355,1928054213,2073163184,2083511573,2281535235,2470067090,2060688396,2210423779,2579295549,2593962305,2130306420,2022249607,2522413125,2074446380,2005532512,2008235313,2604671466,2073858706,2755969223,2049316705,2041040063,2152482502,2146429040,2521066519,1482152291,2739218963,1979271345,1969056174,2218480497,1973049152,2560232088,2620927607,1969685066,2009166224,2591946349,1563174915,2623186319,2466579665,1695259523,2016532746,2010960730,2614757222,16242746,1577992273,2754066292,2133954271,2588518422,2587574797,2616943782,2618082309,2614853421,2129871996,2605368222,2653005600,2208477525,2800454290,2174488537,2586885741,2253168307,2604660814,2318161543,269902718,2736276999","archaeological,long,problems,remote,sensing,standing,trends",rachel opitz|2147751813|jason t herrmann|2321214624,remote sensing|62649853|lidar|51399673|landscape archaeology|179399861|hyperspectral imaging|159078339|environmental science|39432304|data collection|133462117|data access|47487241|cultural heritage management|93371752|archaeology|166957645|aerial archaeology|2779668730,
-21.207,2016344729,the application of field imaging spectrometer system fiss in archeology of ancient copper smelting site,en@@@zh_chs,2012,0,0,"2010319424,2009539575,2089996359,1985370128,2364834196,2003032218,2606306511,2014143147","ancient,application,archeology,copper,field,fiss,imaging,site,smelting,spectrometer,system",qingting li|2108942321|linlin lu|2123075625|xue liu|2619212253|qingxi tong|2606952165,spectrometer|33390570|smelting|157247726|remote sensing|62649853|imaging spectrometer|183852935|hyperspectral imaging|159078339|copper|544778455|computer science|41008148|archaeology|166957645,
-21.208,2038220201,2d combination of prospection data,en,1998,11,11,,"2d,combination,data,prospection",michael doneus|2077736714|wolfgang neubauer|2106824575,terrain|161840515|remote sensing|62649853|prospection|2778426922|photogrammetry|117455697|information technology|121017731|geology|127313418|digital image|42781572|archaeology|166957645|aerial archaeology|2779668730,archaeological prospection|180658431
-21.209,2088117221,integrated geophysical and topographical investigation in the territory of ancient tarquinia viterbo central italy,en,2007,10,10,"2069225890,2073371710,1978845392,2058105619,1513488900,1994196268,1982095690,2016685829,2000781836,2515543184,2509835397","ancient,central,geophysical,integrated,investigation,italy,tarquinia,territory,topographical,viterbo",s piro|2572266508|d peloso|2628838989|roberto gabrielli|2635248078,remote sensing|62649853|radar|554190296|ground penetrating radar|71813955|geology|127313418|cultural heritage|60671577|archaeology|166957645,archaeological prospection|180658431
-21.21,2789473377,identification of leveled archeological mounds hoyuk in the alluvial plain of the ceyhan river southern turkey by satellite remote sensing analyses,en,2018,4,4,"2077267127,2043002852,2109106775,2037028543,2007904302,2083197550,2119211033,2066501234,2130615188,2067823853,2074039810,1916920390,2159525271,1965846803,1619870188,2744708479,2090506120,2061922666,2053204079,2512489716,1982684643,2006656424,1851437808,2077267733,2038932024,2608363457,2119449982,1972835127,2037451988,2521099477,2079029146,2010960730,1988469793,2065083918,2579848090,1981492247,1996474733,2765468865,2623771445,2606108456,2606829809,1769960802,1991387883,2049853954,2316994409","alluvial,analyses,archeological,ceyhan,hoyuk,identification,leveled,mounds,plain,remote,river,satellite,sensing,southern,turkey",monica bini|2041240759|ilaria isola|2293736656|giovanni zanchetta|1995955197|adriano ribolini|1968258470|andrea ciampalini|1984234500|ilaria baneschi|1991196607|daniela mele|2056158040|anna lucia dagata|2794729160,soil water|159750122|remote sensing|62649853|mediterranean climate|4646841|human settlement|16678853|geology|127313418|archaeology|166957645|alluvial plain|47568318,remote sensing|43295729
-21.219,2054264249,geophysical investigation for mapping the archaeological features at qantir sharqyia egypt,en,2003,10,10,"2134530537,2795177047,2164356438,2289299689,1976871402,2044170620,2330287572,2147793956","archaeological,egypt,features,geophysical,investigation,mapping,qantir,sharqyia",t f abdallatif|2004937277|s e mousa|2477588283|a elbassiony|1215251274,zigzag|192271897|remote sensing|62649853|magnetogram|2779471453|magnetic survey|95109369|gradiometer|2780784121|geophysics|8058405|geology|127313418|fluxgate compass|28044941|electrical resistivity and conductivity|69990965|electrical resistance survey|207484415|earth s magnetic field|199635899|archaeology|166957645,archaeological prospection|180658431
-21.226,2021323351,detection of ancient egyptian archaeological sites using satellite remote sensing and digital image processing,en,2011,2,2,"2005073772,2105536892,2150038996,2037028543,2167682437,2018297962,1957909195,2119211033,1971576366,38075480,2090739275,80975996,2263061630,2287804611,2113376232,2053204079,2262962620,178950710,2104204713,167910892,2796518219,66548366,2135880168,2000830334,279359556,417194066,2253831400,2128932205","ancient,archaeological,detection,digital,egyptian,image,processing,remote,satellite,sensing,sites",robert k corrie|2692160401,visualization|36464697|vnir|5457282|spectral signature|176641082|remote sensing|62649853|radar|554190296|multispectral image|173163844|image processing|9417928|geography|205649164|documentation|56666940|digital image processing|104317675|archaeology|166957645,
-21.227,1831057746,geophysical prospection in the southern harz mountains germany settlement history and landscape archaeology along the interface of the latene and przeworsk cultures,en,2011,7,7,"2072315339,2074665709,1497653339,1964442553,2099711746,2048840934","archaeology,cultures,geophysical,germany,harz,history,interface,landscape,latene,mountains,prospection,przeworsk,settlement,southern",burkart ullrich|2109459611|georg kaufmann|2156867527|rudolf kniess|1645335128|henning zoellner|2006865411|michael meyer|2475563068|lilli keller|2463564081,remote sensing|62649853|przeworsk culture|2780199337|prospecting|175181221|landscape archaeology|179399861|human settlement|16678853|gradiometer|2780784121|geology|127313418|excavation|31858485|electrical resistivity tomography|60591178|data logger|159234332|archaeology|166957645,archaeological prospection|180658431
-21.228,2164494695,spatial configurations of water management at an early angkorian capital combining gpr and terrasar x data to complement an archaeological map,en,2015,4,4,"40619706,2325962345,2125860377,2102828492,2100541420,1913732766,1609821603,2097893868,2148047531,2130072157,2032544113,2270167963,2041040063,2078888391,2152121075,2072012365,2040114615,1671268003,2038723804","angkorian,archaeological,capital,combining,complement,configurations,data,early,gpr,management,map,spatial,terrasar,water,x",till f sonnemann|1977423320,synthetic aperture radar|87360688|shore|152382732|remote sensing|62649853|radar|554190296|ground penetrating radar|71813955|geology|127313418|archaeology|166957645,archaeological prospection|180658431
-21.238,2757331265,ikonos 2 multispectral satellite imagery to the study of archaeological landscapes an integrated multi sensor approach in combination with traditional methods,en,2003,8,8,"120907723,2130879734,29142785,2586697474,1549989251,2285656812,2891063956,1672976048,60969081","2,approach,archaeological,combination,ikonos,imagery,integrated,landscapes,methods,multi,multispectral,satellite,sensor,traditional",stefano campana|2190919569,thematic map|93692415|survey data collection|198477413|satellite imagery|2778102629|remote sensing|62649853|photography|119657128|multispectral image|173163844|medieval archaeology|2781168801|geography|205649164|cartography|58640448|archaeology|166957645|aerial survey|176262533,
-21.239,2526257167,discernibility of burial mounds in high resolution x band sar images for archaeological prospections in the altai mountains,en,2016,4,4,"2123920486,2127123095,864372470,2296421709,1609821603,1545519422,2076821343,2010144851,2089705972,1900334753,2557257226","altai,archaeological,band,burial,discernibility,high,images,mounds,mountains,prospections,resolution,sar,x",timo balz|1160624271|gino caspari|2224930249|bihong fu|2650737105|mingsheng liao|2115338332,x band|99936299|synthetic aperture radar|87360688|remote sensing|62649853|object detection|2776151529|image resolution|205372480|ground truth|146849305|geology|127313418|computer vision|31972630|artificial intelligence|154945302|archaeology|166957645,remote sensing|43295729
-21.239,2171024013,gpr prospecting in renaissance and baroque monuments in lecce southern italy,en,2011,4,4,"2147718426,2092388065,1977942292,2137278135,2052351095,2395168225,2044121421,2042614980,2066570341","baroque,gpr,italy,lecce,monuments,prospecting,renaissance,southern",fabio grasso|2629454641|nicola masini|146908812,the renaissance|52069626|remote sensing|62649853|prospecting|175181221|humanism|153606108|ground penetrating radar|71813955|geology|127313418|cultural heritage|60671577|cultural diversity|125209646|baroque|136410877|archaeology|166957645,
