id,ti,cc,aanames,aanums
2046004990,taken from the sea reclaimed by the sea the fate of the closed harbour of elaia the maritime satellite city of pergamum turkey,20,"['martin seeliger', 'melanie bartz', 'ercan erkul', 'stefan feuser', 'daniel kelterbaum', 'christina klein', 'felix pirson', 'andreas vott', 'helmut bruckner']","['2690381875', '1964161871', '2150204603', '1973152643', '49589419', '2164201793', '2233564742', '2271540644', '2124453595']"
2069152987,satellite based recognition of landscape archaeological features related to ancient human transformation,22,"['nicola masini', 'rosa lasaponara']","['146908812', '233151887']"
2029482903,gis based surface analysis of archaeological finds,4,"['kristof kovacs', 'klaus hanke', 'michael moser']","['2034161008', '2012204181', '2569070917']"
1899436965,use of edge delineating methods in interpreting magnetic archaeological prospection data,18,"['a stampolidis', 'grigorios tsokas']","['2506582038', '2442140551']"
107400698,an optical remote inspection system for the surrey nanosatellite applications program,3,['r lancaster'],['2016034403']
2040068061,point clouds segmentation of mixed scenes with archeological standing remains a multi criteria and multi scale iterative approach,4,"['rachel opitz', 'laure nuninger']","['2147751813', '2047611814']"
2098526008,optimal spectral domain selection for maximizing archaeological signatures italy case studies,12,"['rosa maria cavalli', 'simone pascucci', 'stefano pignatti']","['2305176804', '1979140108', '2065385335']"
2006656424,metrical use of declassified satellite imagery for an area of archaeological interest in turkey,17,"['gabriele bitelli', 'valentina alena girelli']","['1974174592', '2009232757']"
2284181864,ground penetrating radar theory data collection processing and interpretation a guide for archaeologists,6,['lisa dojack'],['2284696897']
2320121120,satellite images and near eastern landscapes,29,['nicholas kouchoukos'],['2650095023']
2170059286,gpr survey to understand the stratigraphy of the roman ships archaeological site pisa italy,21,"['m t carrozzo', 'giovanni leucci', 'sergio negri', 'luigia nuzzo']","['2649306499', '2034046983', '2475331732', '2311959461']"
2066265557,in with the new out with the old auto extraction for remote sensing archaeology,12,['david c cowley'],['2664729062']
2756282309,semi automated detection of looting in afghanistan using multispectral imagery and principal component analysis,7,"['anthony lauricella', 'joshua cannon', 'scott branting', 'emily hammer']","['2686452938', '2754730254', '2704284662', '2558511706']"
2115173695,multi wavelength airborne laser scanning for archaeological prospection,10,"['christian briese', 'martin pfennigbauer', 'andreas ullrich', 'michael doneus']","['1834339306', '1984630923', '2302897515', '2077736714']"
2073838108,portable near infrared spectroscopy and imaging on archaeological sites and samples in the mobima project part ii the potential of hyperspectral field imaging,3,"['johan linderholm', 'paul geladi']","['1955272244', '2714448718']"
2209635738,airborne spectral imagery for archaeological prospection in grassland environments an evaluation of performance,5,"['rebecca bennett', 'kate welham', 'ross a hill', 'andrew l j ford']","['2123181868', '2289213271', '2468020076', '2310706129']"
1780431662,bonemapping a lidar processing and visualization technique in support of archaeology under the canopy,7,"['thomas j pingel', 'keith c clarke', 'anabel ford']","['2779316201', '2172250303', '2321084894']"
2091306062,a superconducting quantum interference device system for geomagnetic archaeometry,8,"['volkmar schultze', 'a chwala', 'ronny stolz', 'marco schulz', 'sven linzen', 'hansgeorg meyer', 'tim schuler']","['2099708036', '1965510008', '2133916682', '2291888949', '2314233517', '2191669100', '2190849388']"
2188335622,using satellite image analysis for locating prehistoric archaeological sites in alaska s central brooks range,4,"['joseph keeney', 'joseph keeney', 'robert hickey']","['2324907245', '2324907245', '2166158159']"
1991201492,the anthropocene in the solar system,10,['alice claire gorman'],['2139493662']
2099160475,combined geophysical approach in a complex arctic archaeological environment a case study from the ldfa 1 site southern baffin island nunavut,7,"['david b landry', 'ian j ferguson', 's brooke milne', 'robert w park']","['2023448923', '2096874881', '2007240275', '2122736535']"
2112354207,design and implementation of advanced underwater imaging systems for deep sea marine archaeological surveys,16,"['dwight f coleman', 'james b newman', 'robert d ballard']","['2124581530', '2429501991', '2137295604']"
1804101806,detection and identification of archaeological sites and features using synthetic aperture radar sar data collected from airborne platforms,8,"['ronald g blom', 'douglas c comer']","['2099550923', '1965876590']"
2038086627,the ethnography of landscape gis and remote sensing in the study of forest change in west african guinea savanna,32,"['a endre nyerges', 'glen m green']","['2066575932', '2117770660']"
2146398250,towards an integrated methodology for assessing rural settlement landscapes in the belgian lowlands,10,"['w de clercq', 'p de smedt', 'j de reu', 'davy herremans', 'peter masters', 'timothy saey', 'birger stichelbaut', 'm van meirvenne']","['2129685005', '2019385222', '2122117783', '1989001936', '2225229069', '2086375726', '2032927348', '1958905759']"
2125856335,site specific analysis of deformation patterns on archaeological heritage by satellite radar interferometry,8,"['deodato tapete', 'francesca cigna']","['2051837759', '1139602135']"
2478108183,quantitative analysis of two low cost aerial photography platforms a case study of the site of zagora andros greece,4,['hugh thomas'],['2574001131']
2023573580,automatic archaeological feature extraction from satellite vhr images,14,"['munzer jahjah', 'carlo ulivieri']","['2034022524', '2145632385']"
2049432705,aerial mapping and multi sensors approaches from remote sensing applied to the roman archaeological heritage,5,"['p uribe', 'j angas', 'fernando perezcabello', 'j de la riva', 'm bea', 'a serreta', 'm a magallon', 'c saenz', 'm martinbueno']","['2439257534', '2514142810', '169560458', '2029853703', '2685861082', '2701197081', '2083642977', '2699663577', '2497534081']"
2470013172,orthogonal equations for the detection of hidden archaeological remains de mystified,6,['athos agapiou'],['2102797581']
175056903,archaeology through the keyhole the serendipity effect of aerial reconnaissance revisited,22,['martin j f fowler'],['2086781045']
2106186799,new perspectives for satellite based archaeological research in the ancient territory of hierapolis turkey,9,"['rosa lasaponara', 'nicola masini', 'giuseppe scardozzi', 'tito scalo']","['233151887', '146908812', '2686564327', '2718585804']"
1960013577,the measurement and analysis of depth in archaeological geophysics tests at the biesterfeldt site usa,14,"['rinita a dalan', 'bruce w bevan', 'dean goodman', 'dan lynch', 'steven l de vore', 'steve adamek', 'travis martin', 'george r holley', 'michael g michlovic']","['2093835385', '2420203940', '2121269922', '2309316414', '2602521429', '2117527102', '2627658797', '2117259751', '2338445987']"
2102447444,a lts squid system for archaeological prospection and its practical test in peru,12,"['sven linzen', 'a chwala', 'volkmar schultze', 'marco schulz', 't schuler', 'ronny stolz', 'n bondarenko', 'h g meyer']","['2314233517', '1965510008', '2099708036', '2291888949', '2139106363', '2133916682', '2441626105', '2422365190']"
1602360625,assessment of the cmd mini explorer a new low frequency multi coil electromagnetic device for archaeological investigations,12,"['james bonsall', 'rob fry', 'chris gaffney', 'ian armit', 'anthony beck', 'vince gaffney', 'vince gaffney']","['2021166513', '2127947565', '2150497552', '68388792', '2122419906', '2085043130', '2085043130']"
2080276144,arctis a matlab toolbox for archaeological imaging spectroscopy,13,"['clement atzberger', 'michael wess', 'michael doneus', 'geert verhoeven']","['1679575905', '1983554343', '2077736714', '2169669433']"
2145371373,ground penetrating radar time slices from north ballachulish moss,10,['erica utsi'],['2046487927']
2509719940,study of the variations of archaeological marks at neolithic site of lucera italy using high resolution multispectral datasets,10,"['athos agapiou', 'vasiliki lysandrou', 'rosa lasaponara', 'nicola masini', 'diofantos g hadjimitsis']","['2102797581', '2467911471', '233151887', '146908812', '1987843543']"
2047626464,fluorescence lidar technique for the remote sensing of stone monuments,35,"['giovanna cecchi', 'luca pantani', 'valentina raimondi', 'luisa tomaselli', 'gioia lamenti', 'piero tiano', 'roberto chiari']","['2093374627', '1903590323', '2087678774', '2153822757', '1150244051', '2210918654', '1987233562']"
2010606670,ground penetrating radar study of iron age tombs in southeastern kazakhstan,24,"['michele pipan', 'l baradello', 'emanuele forte', 'i finetti']","['2429882779', '2684354287', '2172112119', '2256625874']"
1680212286,a multistage geophysical approach to detecting and interpreting archaeological features at the lebus circle bourbon county kentucky,14,['edward r henry'],['2598956861']
1887261132,the use of ground penetrating radar in archaeology,8,['lawrence b conyers'],['1392871264']
2064182806,semi automatic detection of linear archaeological traces from orthorectified aerial images,15,"['benedetto figorito', 'eufemia tarantino']","['2304269144', '2148977935']"
1675140634,new archaeological uses of autonomous underwater vehicles,10,"['david a mindell', 'brian bingham']","['2077970540', '1984016579']"
149740744,a revolution in caddo archaeology the remote sensing and archaeological view from the hill farm site 41bw169 in bowie county texas,13,"['timothy k perttula', 'chester p walker', 't clay schultz']","['92902669', '2165852064', '2126264140']"
1919207672,a high frequency narrow beam sub bottom profiler for archaeological applications,12,"['david a mindell', 'brian bingham']","['2077970540', '1984016579']"
1973049152,quantitative integration of geophysical methods for archaeological prospection,31,"['s piro', 'paolo mauriello', 'fabio cammarano']","['2706528108', '1996378006', '1656840180']"
2026890993,monitoring archaeological site landscapes in cyprus using multi temporal atmospheric corrected image data,13,"['diofantos g hadjimitsis', 'k themistocleous', 'athos agapiou', 'c r i clayton']","['1987843543', '672579825', '2102797581', '2128403331']"
2079420092,photogrammetry and remote sensing in archeology,17,['ayse gulcin kucukkaya'],['2552061552']
1967050232,three dimensional ground penetrating radar strategies over an indoor archaeological site convent of santo domingo lugo spain,15,"['alexandre novo', 'henrique lorenzo', 'fernando i rial', 'mercedes solla']","['2306069960', '2139025173', '1872054508', '2580057629']"
2128154753,deep subsurface geophysical prospection at tell qarqur syria,15,"['jesse casana', 'jason t herrmann', 'aaron s fogel']","['2133247355', '2138427236', '2141668186']"
2078123721,corona remotely sensed imagery in dryland archaeology the islamic city of al raqqa syria,31,"['keith challis', 'gary priestnall', 'adam gardner', 'julian henderson', 'sarah l ohara']","['2076522883', '279175341', '2142015761', '2320744171', '2127506177']"
1970008495,geoarchaeological prospection of a medieval manor in the dutch polders using an electromagnetic induction sensor in combination with soil augerings,13,"['david simpson', 'alexander lehouck', 'alexander lehouck', 'marc van meirvenne', 'jean bourgeois', 'erik thoen', 'j vervloet']","['2102230708', '2238069331', '2238069331', '204222322', '2267678628', '2603518603', '450796590']"
2085990311,robotic total station for microtopographic mapping an example from the northern great plains,21,"['kenneth l kvamme', 'eileen g ernenwein', 'christine markussen']","['2600466324', '1226780862', '2094366038']"
2003183031,integration of remote sensing geophysical surveys and archaeological excavation for the study of a medieval mound tuscany italy,10,"['stefano campana', 'm dabas', 'l marasco', 's piro', 'd zamuner']","['2190919569', '2807362270', '1994827996', '2750614163', '2686676132']"
2560232088,qualitative evaluation of cosmo skymed in the detection of earthen archaeological remains the case of pachamacac peru,6,"['rosa lasaponara', 'nicola masini', 'antonio pecci', 'felice perciante', 'denise pozzi escot', 'enzo rizzo', 'manuela scavone', 'maria sileo']","['233151887', '146908812', '2560749717', '2222374910', '2560046138', '2299022984', '2560026677', '1962934975']"
1967691163,magnetic survey at venta icenorum caistor st edmund survey strategies and initial results,5,"['david bescoby', 'david bescoby', 'william bowden', 'p n chroston']","['2132416217', '2132416217', '2117642245', '2483349907']"
2085760485,archaeological remote sensing application pre post war situation of babylon archaeological site iraq,13,"['munzer jahjah', 'carlo ulivieri', 'antonio invernizzi', 'roberto parapetti']","['2034022524', '2145632385', '2495477823', '2684670826']"
2525847885,from low cost uav survey to high resolution topographic data developing our understanding of a medieval outport of bruges,6,"['jeroen de reu', 'jan trachet', 'pieter laloo', 'wim de clercq']","['1976847193', '2224169795', '2080515429', '2498276890']"
2735379888,landscape pattern detection in archaeological remote sensing,9,"['arianna traviglia', 'andrea torsello']","['2892424799', '2044774160']"
2009166224,lidar as a tool for archaeological research a case study,9,"['james schindling', 'cerian gibbes']","['2507254882', '2031578206']"
1557731859,reaping the whirlwind the taliban movement in afghanistan,27,['michael griffin'],['2096691495']
1480103247,the impact of spatial sampling and migration on the interpretation of complex archaeological ground penetrating radar data,6,"['lieven verdonck', 'devi taelman', 'frank vermeulen', 'roald docter']","['2405619446', '1971194197', '2112772285', '2122438261']"
2146644577,low altitude thermal survey by means of an automated unmanned aerial vehicle for the detection of archaeological buried structures,11,"['nicolas poirier', 'florent hautefeuille', 'carine calastrenc']","['2102506906', '1983129072', '994671570']"
2180279899,geophysical and archaeological characterization of a modest roman villa methodological considerations about progressive feedback analyses in sites with low geophysical contrast,3,"['oscar pueyo anchuela', 'pilar diarte blasco', 'carlos garcia benito', 'antonio maria casas sainz', 'andres pocovi juan']","['1999750939', '2195272779', '2141092292', '2230121297', '2126785964']"
2107204415,airborne lidar for the detection of archaeological vegetation marks using biomass as a proxy,9,"['david stott', 'doreen s boyd', 'anthony beck', 'anthony g cohn']","['2315665737', '2160112189', '2122419906', '2149556533']"
2105070611,advances in gpr imaging with multi channel radar systems from engineering to archaeology,10,"['dean goodman', 'alexandre novo', 'gianfranco morelli', 'salvatore piro', 'doria kutrubes', 'henrique lorenzo']","['2121269922', '2306069960', '1971021672', '2197783474', '2663442112', '2798508891']"
2049459511,multimethodological approach to investigate chamber tombs in the sabine necropolis at colle del forno cnr rome italy,11,"['salvatore piro', 'roberto gabrielli']","['2703540400', '2635248078']"
2550556154,3d gpr in archeology what can be gained from dense data acquisition and processing,8,"['alexandre novo', 'mark grasmueck', 'dave a viggiano', 'henrique lorenzo']","['2306069960', '2556912297', '2551169975', '2798508891']"
2039730489,sweep widths and the detection of artifacts in archaeological survey,4,"['e b banning', 'alicia l hawkins', 's t stewart']","['2143910474', '2147420677', '2488342828']"
1986534301,d day geophysical investigation of a world war ii german site in normandy france,13,"['chris gaffney', 'john gater', 't saunders', 'j adcock']","['2150497552', '2120432532', '2238354957', '2130587243']"
2133797356,a remote sensing perspective on shoreline modification canal construction and household trajectories at pineland along florida s southwestern gulf coast,10,"['victor d thompson', 'william h marquardt', 'karen j walker']","['2132998548', '2618961478', '2156865643']"
2078438405,investigating regional patterning in archaeological remains by pairing extensive survey with a lidar dataset the case of the manu a group american samoa,8,"['seth quintus', 'jeffrey t clark', 'stephanie s day', 'donald p schwert']","['2778404904', '2619252977', '2613799645', '2079878494']"
2077049425,archaeological investigation in sendai castle using ground penetrating radar,8,"['hui zhou', 'motoyuki sato']","['2427972608', '2107078328']"
2148089768,steerable filtering in interactive tracing of archaeological linear features using digital true colour aerial images,11,"['eufemia tarantino', 'benedetto figorito']","['2148977935', '2304269144']"
2064084255,experimental resistivity survey at wroxeter archaeological site with a fast and light recording device,20,"['michel dabas', 'albert hesse', 'jeanne tabbagh']","['2058258699', '2575541492', '2550266427']"
1568965476,documenting glacial changes between 1910 1970 1992 and 2010 in the turgen mountains mongolian altai using repeat photographs topographic maps and satellite imagery,11,"['ulrich kamp', 'kevin gregory mcmanigal', 'avirmed dashtseren', 'michael walther']","['1859524246', '2057878238', '2085448860', '2893116646']"
1977563190,gavrinis the raising of digital stones,3,"['laurent lescop', 'serge cassen']","['32128012', '2004281250']"
1992231127,ground penetrating radar and geo electrical simulations of data from the floridablanca archaeological site,9,"['m de la vega', 'ana osella', 'e lascano', 'jose m carcione']","['2162891848', '2241665427', '2425120783', '2642836476']"
2606828902,lidar for archaeological research and the study of historical landscapes,4,"['adrian s z chase', 'diane z chase', 'arlen f chase']","['2590737022', '2077539664', '2168778769']"
2156594430,integrating multi element geochemical and magnetic survey at ancient sagalassos southwest turkey anthropogenic versus natural anomalies,7,"['katrijn dirix', 'philippe muchez', 'patrick degryse', 'branko music', 'jeroen poblome']","['1535513966', '1973026617', '2650262079', '2429987054', '2786927370']"
1525465087,detecting moisture damage in archaeology and cultural heritage a brief introduction,3,"['carlotta ferrara', 'pier matteo barone']","['2473293692', '2687992820']"
44186081,experiences in photogrammetric archaeological recording,8,"['d mavromati', 'e petsa', 'g karras']","['1972908333', '2442965923', '2462085443']"
1565635388,balancing on the borderline a low cost approach to visualize the red edge shift for the benefit of aerial archaeology,10,"['geert verhoeven', 'michael doneus']","['2169669433', '2077736714']"
2088028475,using synthetic aperture sonar in marine archaeological surveys some first experiences,4,"['oyvind odegard', 'martin ludvigsen', 'petter a lagstad']","['2149858535', '2011983895', '2046644046']"
2015345393,detection of resistive features using towed slingram electromagnetic induction instruments,15,"['julien thiesson', 'michel dabas', 'sebastien flageul']","['2345799392', '2058258699', '2690758708']"
2419296173,digital elevation models from unmanned aerial vehicle surveys for archaeological interpretation of terrain anomalies case study of the roman castrum of burnum croatia,4,"['marco dubbini', 'lucia irene curzio', 'alessandro campedelli']","['279142927', '2414177667', '2099290276']"
1992545015,slingram emi prospection are vertical orientated devices a suitable solution in archaeological and pedological prospection,6,"['julien thiesson', 'gabrielle rousselle', 'francois xavier simon', 'alain tabbagh']","['2747303078', '2031486362', '2306039719', '152426863']"
2012765458,top secret topographies recovering two and three dimensional archaeological information from historic reconnaissance datasets using image based modelling techniques,9,['christopher sevara'],['2310247771']
2045333370,mapping the roots of agriculture in southern arabia the application of satellite remote sensing global positioning system and geographic information system technologies,18,"['m harrower', 'joy mccorriston', 'eric a oches']","['2156081638', '2025801155', '2078453418']"
2125512055,digital tools for collection promotion and visualisation of geoscientific data case study of seguret valley piemonte nw italy,5,"['luca ghiraldi', 'enrico giordano', 'luigi perotti', 'marco giardino']","['2238584420', '2795989602', '2051065585', '717756032']"
2074753994,data processing in luminescence dating analysis an exemplary workflow using the r package luminescence,12,"['margret c fuchs', 'margret c fuchs', 'sebastian kreutzer', 'christoph burow', 'michael dietze', 'manfred fischer', 'christoph schmidt', 'markus fuchs']","['2108359744', '2108359744', '2101437981', '1414860512', '2229576275', '2160555418', '2222362852', '1991308361']"
2547686582,an analysis of the influence of flight parameters in the generation of unmanned aerial vehicle uav orthomosaicks to survey archaeological areas,8,"['franciscojavier mesascarrascosa', 'maria dolores notario garcia', 'jose emilio merono de larriva', 'alfonso garciaferrer']","['2210935584', '2547947506', '2669609683', '2089364264']"
2059270607,the ethics of treading on neil armstrong s footprints,21,['dirk h r spennemann'],['2017542781']
2066985544,the structure of upper mesopotamian cities insight from fluxgate gradiometer survey at kazane hoyuk southeastern turkey,12,['andy creekmore'],['2521543117']
991265790,the corona atlas project orthorectification of corona satellite imagery and regional scale archaeological exploration in the near east,12,"['jesse casana', 'jackson cothren']","['2133247355', '2154240125']"
1966625611,multispectral and multiscale remote sensing data for archaeological prospecting in an alpine alluvial plain,22,"['pietro alessandro brivio', 'monica pepe', 'roberto tomasoni']","['138879665', '2624394947', '1978248346']"
2064844194,data processing issues in large area gpr surveys correcting trace misalignments edge discontinuities and striping,12,"['eileen g ernenwein', 'kenneth l kvamme']","['1226780862', '2600466324']"
145409174,lidar point clouds and their archaeological applications,8,"['devin white', 'devin white']","['2152539063', '2152539063']"
2323870321,remote sensing as community settlement analysis at moundville,7,"['jera r davis', 'chester walker', 'john h blitz']","['2320883431', '2619580092', '2325041621']"
2790317606,an objective assessment of hyperspectral indicators for the detection of buried archaeological relics,4,"['daniele cerra', 'athos agapiou', 'rosa maria cavalli', 'apostolos sarris']","['1814716107', '2102797581', '2906771769', '2139383741']"
2038209617,determination of the influence of soil parameters and sample density on ground penetrating radar a case study of a roman picket in lower bavaria,4,"['roland linck', 'roland linck', 'jorg w e fassbinder', 'jorg w e fassbinder']","['2039579559', '2039579559', '705882724', '705882724']"
2178611632,imaging the waters of angkor a method for semi automated pond extraction from lidar data,4,"['kasper hanus', 'kasper hanus', 'damian evans', 'damian evans']","['2760851658', '2760851658', '2122082519', '2122082519']"
2048361180,geodetic imaging a new tool for mesoamerican archaeology,10,"['william e carter', 'ramesh l shrestha', 'christopher t fisher', 'stephen j leisz']","['2305002241', '2658503792', '2111404777', '2495952034']"
2042456470,investigation of a subterranean tomb in miyazaki japan,14,"['walter edwards', 'masaaki okita', 'dean goodman']","['2096017775', '2111602795', '2121269922']"
2138502909,integrated geophysical and archaeological investigations of aquinum in frosinone italy,8,"['salvatore piro', 'giuseppe ceraudo', 'd zamuner']","['2197783474', '2755682180', '2646293644']"
2801699037,recent trends and long standing problems in archaeological remote sensing,4,"['rachel opitz', 'jason t herrmann']","['2147751813', '2321214624']"
2038220201,2d combination of prospection data,11,"['michael doneus', 'wolfgang neubauer']","['2077736714', '2106824575']"
2088117221,integrated geophysical and topographical investigation in the territory of ancient tarquinia viterbo central italy,10,"['s piro', 'd peloso', 'roberto gabrielli']","['2572266508', '2628838989', '2635248078']"
2789473377,identification of leveled archeological mounds hoyuk in the alluvial plain of the ceyhan river southern turkey by satellite remote sensing analyses,4,"['monica bini', 'ilaria isola', 'giovanni zanchetta', 'adriano ribolini', 'andrea ciampalini', 'ilaria baneschi', 'daniela mele', 'anna lucia dagata']","['2041240759', '2293736656', '1995955197', '1968258470', '1984234500', '1991196607', '2056158040', '2794729160']"
2054264249,geophysical investigation for mapping the archaeological features at qantir sharqyia egypt,10,"['t f abdallatif', 's e mousa', 'a elbassiony']","['2004937277', '2477588283', '1215251274']"
1831057746,geophysical prospection in the southern harz mountains germany settlement history and landscape archaeology along the interface of the latene and przeworsk cultures,7,"['burkart ullrich', 'georg kaufmann', 'rudolf kniess', 'henning zoellner', 'michael meyer', 'lilli keller']","['2109459611', '2156867527', '1645335128', '2006865411', '2475563068', '2463564081']"
2164494695,spatial configurations of water management at an early angkorian capital combining gpr and terrasar x data to complement an archaeological map,4,['till f sonnemann'],['1977423320']
2757331265,ikonos 2 multispectral satellite imagery to the study of archaeological landscapes an integrated multi sensor approach in combination with traditional methods,8,['stefano campana'],['2190919569']
2526257167,discernibility of burial mounds in high resolution x band sar images for archaeological prospections in the altai mountains,4,"['timo balz', 'gino caspari', 'bihong fu', 'mingsheng liao']","['1160624271', '2224930249', '2650737105', '2115338332']"
2171024013,gpr prospecting in renaissance and baroque monuments in lecce southern italy,4,"['fabio grasso', 'nicola masini']","['2629454641', '146908812']"
1581355799,use of soil apparent electrical resistivity contact sensors for the extensive study of archaeological sites,4,"['jose maria terron', 'victorino mayoral', 'jose angel salgado', 'francisco antonio galea', 'victor hurtado perez', 'carlos p odriozola', 'pedro mateos', 'antonio pizzo']","['2615879228', '2173573911', '2586948558', '2427317937', '2115023927', '2010034703', '2906486697', '2420849515']"
2006477706,becoming a nir sensitive aerial archaeologist,9,['geert verhoeven'],['2169669433']
2546838577,virtual and augmented reality tools to improve the exploitation of underwater archaeological sites by diver and non diver tourists,5,"['fabio bruno', 'antonio lagudi', 'loris barbieri', 'maurizio muzzupappa', 'gerardo ritacco', 'alessandro cozza', 'marco cozza', 'raffaele peluso', 'marco lupia', 'gianni cario']","['2137354898', '367839808', '2132451646', '139988561', '2665367255', '2547972195', '2548826251', '2679968877', '1950117210', '2227213847']"
1975736808,mapping modelling and predicting prehistoric coastal archaeology in the southern red sea using new applications of digital imaging techniques,12,"['matthew meredithwilliams', 'niklas hausmann', 'geoffrey n bailey', 'g c p king', 'abdullah alsharekh', 's al ghamdi', 'robyn helen inglis']","['2345334127', '2622958390', '2120037947', '2894331191', '2345007489', '2635633529', '2582351741']"
1967239893,combining terrestrial stereophotogrammetry dgps and gis based 3d voxel modelling in the volumetric recording of archaeological features,6,['hector a orengo'],['1999271583']
2030361317,gradiometer survey to locate the ancient remains distributed to the northeast of the zoser pyramid saqqara giza egypt,9,"['h odah', 't f abdallatif', 'i a elhemaly', 'e abd elall']","['2470167007', '2681834516', '2596196892', '2087679524']"
1495855499,gpr for archaeological investigations real performance assessment for different surface and subsurface conditions,12,"['massimo sciotti', 'fabiola colone', 'debora pastina', 't bucciarelli']","['2084582921', '2018287118', '2144855372', '2427592505']"
2052614921,the identification of roman buildings from the air recent discoveries in western transylvania,7,"['w s hanson', 'ioana a oltean']","['2161810323', '2894383519']"
2789845210,remote sensing and geosciences for archaeology,3,['deodato tapete'],['2051837759']
1550743993,ground penetrating radar and geological study of the kudrukula stone age archaeological site northeast estonia,4,"['alina tsugai', 'jueri plado', 'argo joeleht', 'aivar kriiska', 'mario mustasaar', 'hanna raig', 'jan risberg', 'alar rosentau']","['210077964', '2574260741', '1964487765', '1227838316', '2091395107', '2030352033', '1982253052', '1902667613']"
810858775,action cameras and low cost aerial vehicles in archaeology,3,"['martina ballarin', 'caterina balletti', 'francesco guerra']","['2521439054', '2138856276', '2124609330']"
2126300563,a camcorder for 3d underwater reconstruction of archeological objects,7,"['arnaud meline', 'jean triboulet', 'bruno jouvencel']","['2433391155', '2047177467', '2688013967']"
1577992273,city map of ancient epomanduodurum mandeure mathay franche comte eastern france contribution of geophysical prospecting techniques,6,"['gilles bossuet', 'matthieu thivet', 'sylvain trillaud', 'eric marmet', 'clement laplaige', 'michel dabas', 'g hullin', 'a favard', 'l combe', 'e barres', 's lacaze', 'laurent aubry', 'm chassang', 'a mourot', 'christian camerlynck']","['1998562999', '1237190333', '1990620683', '2303458034', '1219498374', '2058258699', '369757409', '2805792737', '2686412011', '2698331026', '2648934647', '2608669079', '2593770401', '2654845315', '1256865192']"
2562767789,object based shell craters classification from lidar derived sky view factor,5,"['luigi magnini', 'cinzia bettineschi', 'armando de guio']","['2566694367', '2563119659', '2681862031']"
2483302103,satellite archaeology for everyone,6,['c britt bousman'],['2059785729']
2333744475,swords into ploughshares archaeological applications of corona satellite imagery in the near east,12,"['jesse casana', 'jackson cothren', 'tuna kalayci']","['2133247355', '2154240125', '2723651877']"
2152003276,positioning in time and space cost effective exterior orientation for airborne archaeological photographs,5,"['geert verhoeven', 'martin wieser', 'christian briese', 'michael doneus']","['2169669433', '2246449086', '1834339306', '2077736714']"
2128784775,from mounds to maps to models visualizing ancient architecture across landscapes,6,['heather richardsrissetto'],['2757540693']
587156963,towards detection of archaeological objects in high resolution remotely sensed images the silvretta case study,8,"['karsten lambers', 'igor zingman']","['1914535798', '193640279']"
1966801336,tepe ghabristan a chalcolithic tell buried in alluvium,13,"['armin schmidt', 'hassan fazeli']","['2252597813', '2214591733']"
2025333233,detection of a low relief 18th century british siege trench using lidar vegetation penetration capabilities at fort beausejour fort cumberland national historic site canada,15,"['koreen millard', 'charles burke', 'douglas stiff', 'anna m redden']","['2628636807', '2556594557', '2137286137', '2099489372']"
2224620536,study of coal fire dynamics of jharia coalfield using satellite data,5,"['r k mishra', 'p n s roy', 'j pandey', 'a khalkho', 'v k singh']","['2656904413', '2426459036', '2662153160', '2650137234', '2665972751']"
2133550526,integration of high resolution optical satellite imagery and geophysical survey for archaeological prospection in hierapolis turkey,8,"['giovanni leucci', 'sergio negri', 'evaristo ricchetti']","['2034046983', '2475331732', '2064578527']"
1872118864,advantages to using the pseudogravity transformation to aid edge detection of total field archaeomagnetic datasets,9,"['s cheyney', 'ian a hill', 'neil linford']","['2008937374', '2612910638', '1972671123']"
1968506954,precision mapping and interpretation of oblique aerial photographs,14,['michael doneus'],['2077736714']
1964886583,identification and removal of above ground spurious signals in gpr archaeological prospecting,13,['luigia nuzzo'],['2311959461']
2063815975,creating displaying and querying interactive paleoanthropological maps using gis an example from the uinta basin utah,8,['glenn c conroy'],['1139615552']
2581090017,detection of archaeological residues in vegetated areas using satellite synthetic aperture radar,3,['christopher stewart'],['2587266890']
1965300569,a high resolution magnetic mosaic at the kyme archaeological site turkey,7,['marcello ciminale'],['1965874878']
2165294625,three dimensional modelling of archaeological sites using close range automatic correlation photogrammetry and low altitude imagery,6,"['juan ortiz', 'ma luz gil', 'santiago martinez', 'teresa rego', 'gonzalo meijide']","['2491991773', '2138674915', '2596913217', '2087552566', '2128305203']"
1975989601,the use of ground penetrating radar to map the buried structures and landscape of the ceren site el salvador,18,['lawrence b conyers'],['1392871264']
2189321875,satellite tracked lesser spotted eagle avoids crossing water at the gulf of suez,15,"['joachim matthes', 'christiane meyburg']","['2133768698', '2423517693']"
2061400599,on the use of complex attributes and the inferred source parameter estimates in the exploration of archaeological sites,17,"['g n tsokas', 'r o hansen']","['1784202376', '2558486775']"
2079584306,high resolution remote sensing and gis techniques for geobase data supporting archaeological surveys a case study of ancient doliche southeast turkey,4,"['torsten prinz', 'benedikt lasar', 'karl peter kruger']","['2629182423', '222325786', '2607528534']"
1984256151,beyond modern landscape features new insights in the archaeological area of tiwanaku in bolivia from satellite data,11,"['rosa lasaponara', 'nicola masini']","['233151887', '146908812']"
1589703532,facing the archaeological looting in peru by using very high resolution satellite imagery and local spatial autocorrelation statistics,4,"['rosa lasaponara', 'nicola masini']","['233151887', '146908812']"
